Fecha,Strike,Buy_price_call,Sell_price_call,Buy_price_put,Sell_price_put,T,Precio_call,Precio_put
2024-05-17,9000.0,2008.0,2068.0,,5.0,0.0629705681040383,2038.0,5.0
2024-05-17,9100.0,1908.0,1968.0,,5.0,0.0629705681040383,1938.0,5.0
2024-05-17,9200.0,1809.0,1869.0,,5.0,0.0629705681040383,1839.0,5.0
2024-05-17,9250.0,1759.0,1819.0,,5.0,0.0629705681040383,1789.0,5.0
2024-05-17,9300.0,1709.0,1769.0,,5.0,0.0629705681040383,1739.0,5.0
2024-05-17,9350.0,1659.0,1719.0,,5.0,0.0629705681040383,1689.0,5.0
2024-05-17,9400.0,1610.0,1670.0,,5.0,0.0629705681040383,1640.0,5.0
2024-05-17,9450.0,1564.0,1624.0,,5.0,0.0629705681040383,1594.0,5.0
2024-05-17,9500.0,1514.0,1574.0,,5.0,0.0629705681040383,1544.0,5.0
2024-05-17,9550.0,1461.0,1521.0,,5.0,0.0629705681040383,1491.0,5.0
2024-05-17,9600.0,1411.0,1471.0,,3.0,0.0629705681040383,1441.0,3.0
2024-05-17,9650.0,1365.0,1425.0,,5.0,0.0629705681040383,1395.0,5.0
2024-05-17,9700.0,1312.0,1372.0,,5.0,0.0629705681040383,1342.0,5.0
2024-05-17,9750.0,1266.0,1326.0,,5.0,0.0629705681040383,1296.0,5.0
2024-05-17,9800.0,1212.0,1272.0,,5.0,0.0629705681040383,1242.0,5.0
2024-05-17,9850.0,1163.0,1223.0,,5.0,0.0629705681040383,1193.0,5.0
2024-05-17,9900.0,1114.0,1174.0,1.0,6.0,0.0629705681040383,1144.0,3.5
2024-05-17,9950.0,1068.0,1128.0,1.0,6.0,0.0629705681040383,1098.0,3.5
2024-05-17,10000.0,1015.0,1075.0,2.0,5.0,0.0629705681040383,1045.0,3.5
2024-05-17,10050.0,969.0,1029.0,2.0,7.0,0.0629705681040383,999.0,4.5
2024-05-17,10100.0,920.0,980.0,3.0,8.0,0.0629705681040383,950.0,5.5
2024-05-17,10150.0,871.0,931.0,4.0,9.0,0.0629705681040383,901.0,6.5
2024-05-17,10200.0,822.0,882.0,4.0,9.0,0.0629705681040383,852.0,6.5
2024-05-17,10250.0,769.0,829.0,5.0,10.0,0.0629705681040383,799.0,7.5
2024-05-17,10300.0,726.0,776.0,7.0,12.0,0.0629705681040383,751.0,9.5
2024-05-17,10350.0,681.0,731.0,8.0,13.0,0.0629705681040383,706.0,10.5
2024-05-17,10400.0,633.0,683.0,10.0,18.0,0.0629705681040383,658.0,14.0
2024-05-17,10450.0,586.0,636.0,11.0,19.0,0.0629705681040383,611.0,15.0
2024-05-17,10500.0,536.0,586.0,14.0,22.0,0.0629705681040383,561.0,18.0
2024-05-17,10550.0,490.0,540.0,18.0,26.0,0.0629705681040383,515.0,22.0
2024-05-17,10600.0,445.0,495.0,21.0,33.0,0.0629705681040383,470.0,27.0
2024-05-17,10650.0,401.0,451.0,27.0,39.0,0.0629705681040383,426.0,33.0
2024-05-17,10700.0,367.0,407.0,34.0,46.0,0.0629705681040383,387.0,40.0
2024-05-17,10750.0,325.0,365.0,42.0,60.0,0.0629705681040383,345.0,51.0
2024-05-17,10800.0,287.0,327.0,51.0,69.0,0.0629705681040383,307.0,60.0
2024-05-17,10850.0,247.0,287.0,70.0,81.0,0.0629705681040383,267.0,75.5
2024-05-17,10900.0,219.0,249.0,78.0,96.0,0.0629705681040383,234.0,87.0
2024-05-17,10950.0,184.0,214.0,91.0,121.0,0.0629705681040383,199.0,106.0
2024-05-17,11000.0,161.0,184.0,108.0,138.0,0.0629705681040383,172.5,123.0
2024-05-17,11050.0,128.0,158.0,132.0,162.0,0.0629705681040383,143.0,147.0
2024-05-17,11100.0,113.0,133.0,171.0,186.0,0.0629705681040383,123.0,178.5
2024-05-17,11150.0,88.0,106.0,185.0,215.0,0.0629705681040383,97.0,200.0
2024-05-17,11200.0,68.0,86.0,217.0,247.0,0.0629705681040383,77.0,232.0
2024-05-17,11250.0,60.0,70.0,244.0,284.0,0.0629705681040383,65.0,264.0
2024-05-17,11300.0,42.0,60.0,281.0,321.0,0.0629705681040383,51.0,301.0
2024-05-17,11350.0,31.0,43.0,322.0,362.0,0.0629705681040383,37.0,342.0
2024-05-17,11400.0,21.0,33.0,360.0,400.0,0.0629705681040383,27.0,380.0
2024-05-17,11450.0,17.0,25.0,401.0,451.0,0.0629705681040383,21.0,426.0
2024-05-17,11500.0,11.0,19.0,445.0,495.0,0.0629705681040383,15.0,470.0
2024-05-17,11550.0,9.0,14.0,488.0,538.0,0.0629705681040383,11.5,513.0
2024-05-17,11600.0,6.0,11.0,538.0,588.0,0.0629705681040383,8.5,563.0
2024-05-17,11650.0,4.0,9.0,583.0,633.0,0.0629705681040383,6.5,608.0
